	ID	Strain	Age	Weight	Clutch	shh_R2_spot	shh_M1_spot	shh_M2_spot	cap_transition	M1_spot_split_LR	shboob	Total_state	stateord	Symmetry	groupwt
216	shh_14.0_24_177_DAA	DUHi	14.0	177	DAA	2	0	0	0	0	1	2_0_0_1	143_2_0_0_1	y	143
217	shh_14.0_29_158_DU	DUHi	14.0	158	DU	2	0	0	0	0	1	2_0_0_1	143_2_0_0_1	-	143
218	shh_13.5_15_132_FV	FVB	13.5	132	FV	2	0	0	0	0	1	2_0_0_1	143_2_0_0_1	y	143
219	shh_13.5_29_172-175_C	CD1	13.5	173.5	C	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	-	168
220	shh_13.5_27_186-189_C	CD1	13.5	187.5	C	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	-	168
221	shh_14.5_06_155_FL	FVB	14.5	155	FL	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	Y	168
222	shh_13.5_28_186-189_C	CD1	13.5	187.5	C	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	Y	168
223	shh_13.5_16_135_FV	FVB	13.5	135	FV	2	0	0	0	0	1	2_0_0_1	143_2_0_0_1	-	143
224	shh_13.5_18_138_FV	FVB	13.5	138	FV	2	0	0	0	0	1	2_0_0_1	143_2_0_0_1	-	143
225	shh_14.0_10_159_FJ	FVB	14.0	159	FJ	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	Y	168
226	shh_13.5_20_179-182_C	CD1	13.5	180.5	C	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	-	168
227	shh_13.5_21_179-182_C	CD1	13.5	180.5	C	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	-	168
228	shh_13.5_22_179-182_C	CD1	13.5	180.5	C	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	y	168
229	shh_13.5_23_179-182_C	CD1	13.5	180.5	C	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	y	168
230	shh_13.5_24_195-199_C	CD1	13.5	197.5	C	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	-	168
231	shh_14.5_10_161_FR	FVB	14.5	161	FR	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	-	168
232	shh_14.5_27_183_FQ	FVB	14.5	183	FQ	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	y	168
233	shh_13.5_25_195-199_C	CD1	13.5	197.5	C	1	0	0	0	0	1	1_0_0_1	168_1_0_0_1	-	168
234	shh_14.5_24_359_FS	FVB	14.5	359	FS	0	2	0	2	2	1	0_2_2_1	331_0_2_2_1	y	331
235	shh_14.5_25_373_FS	FVB	14.5	373	FS	0	2	0	2	2	1	0_2_2_1	331_0_2_2_1	y	331
236	shh_16.0_05_416_F	FVB	16.0	416	FF	0	2	0	2	2	1	0_2_2_1	331_0_2_2_1	y	331
237	Shh_14.0_182-187_1	CD1	14	185.5	C	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	-	168
238	Shh_14.0_182-187_2	CD1	14	185.5	C	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	-	168
239	Shh_14.0_201-205_1	CD1	14	203	C	0	0	0	0	0	1	0_0_0_1	168_0_0_0_1	-	168
240	Shh_14.0_219-225	CD1	14	222	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
241	Shh_14.0_230_1	CD1	14	230	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
242	Shh_14.0_230_2	CD1	14	230	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
243	Shh_14.0_230_3	CD1	14	230	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
244	Shh_14.0_201-205_2	CD1	14	203	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
245	Shh_14.0_201-205_3	CD1	14	203	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
246	Shh_14.0_201-205_4	CD1	14	203	C	0	1	0	1	0	1	0_1_1_1	211_0_1_1_1	-	211
247	Shh_14.5_266_1	CD1	14.5	266	C	0	2	0	2	0	1	0_2_2_1	331_0_2_2_1	-	235
248	Shh_14.5_266_2	CD1	14.5	266	C	0	2	0	2	0	1	0_2_2_1	331_0_2_2_1	-	235
249	Shh_14.5_266_3	CD1	14.5	266	C	0	2	0	2	0	1	0_2_2_1	331_0_2_2_1	-	235
250	Shh_14.5_270-271_1	CD1	14.5	270.5	C	0	2	0	2	0	1	0_2_2_1	331_0_2_2_1	-	235
251	Shh_14.5_270-271_2	CD1	14.5	270.5	C	0	2	0	2	0	1	0_2_2_1	331_0_2_2_1	-	235
252	Shh_14.0_210-218	CD1	14	214	C	1	1	0	1	0	1	1_1_1_1	216_1_1_1_1	-	216

